,osm_id,FID,country,city,osm_type,lat,lon,geometry,PopTot,aez_class
0,83037194,126,South Sudan,Gogrial,town,8.5315144,28.099652799999998,"POLYGON ((28.107916 8.524584000000001, 28.107916 8.516249999999999, 28.091249 8.516249999999999, 28.091249 8.54125, 28.099582 8.54125, 28.099582 8.549583999999999, 28.107916 8.549583999999999, 28.107916 8.532916999999999, 28.116249 8.532916999999999, 28.116249 8.524584000000001, 28.107916 8.524584000000001))",77640.33306884766,Tropic - warm / subhumid
1,205418847,90,South Sudan,Kapoeta,town,4.771099,33.588229999999996,"POLYGON ((33.582916 4.79125, 33.591249 4.79125, 33.591249 4.782917, 33.599582 4.782917, 33.599582 4.757917, 33.582916 4.757917, 33.582916 4.79125))",16045.390258789062,Tropic - warm / subhumid
2,205503577,92,South Sudan,Torit,town,4.4134231,32.568626699999996,"POLYGON ((32.549582 4.432917, 32.557916 4.432917, 32.557916 4.44125, 32.566249 4.44125, 32.566249 4.424584, 32.574582 4.424584, 32.574582 4.41625, 32.582916 4.41625, 32.582916 4.399584, 32.574582 4.399584, 32.557916 4.399584, 32.557916 4.407917, 32.549582 4.407917, 32.549582 4.432917))",46143.35418701172,Tropic - warm / subhumid
3,2147483647,211,South Sudan,El Seriha,town,11.945706199999998,32.1063138,"POLYGON ((32.099582 11.96625, 32.107916 11.96625, 32.107916 11.957917, 32.116249 11.957917, 32.116249 11.94125, 32.099582 11.94125, 32.099582 11.96625))",6985.590881347656,Tropic - warm / semiarid
4,228735754,86,South Sudan,Yei,city,4.0926733,30.6773928,"POLYGON ((30.674582 4.107917, 30.691249 4.107917, 30.691249 4.099584, 30.699582 4.099584, 30.699582 4.107917, 30.707916 4.107917, 30.707916 4.082917, 30.699582 4.082917, 30.699582 4.06625, 30.691249 4.06625, 30.691249 4.082917, 30.666249 4.082917, 30.666249 4.074584, 30.657916 4.074584, 30.657916 4.082917, 30.666249 4.082917, 30.666249 4.099584, 30.674582 4.099584, 30.674582 4.107917))",68941.88464355469,Tropic - warm / subhumid
5,234617069,136,South Sudan,Aweil,city,8.7682451,27.397576500000003,"POLYGON ((27.391249 8.774584000000001, 27.407916 8.774584000000001, 27.407916 8.757917000000001, 27.391249 8.757917000000001, 27.391249 8.774584000000001))",6065.5374755859375,Tropic - warm / subhumid
6,237257414,93,South Sudan,Bor,city,6.203992700000001,31.558728499999997,"POLYGON ((31.566249 6.232917, 31.574582 6.232917, 31.574582 6.21625, 31.566249 6.21625, 31.566249 6.207917, 31.574582 6.207917, 31.574582 6.199584, 31.549582 6.199584, 31.549582 6.207917, 31.541249 6.207917, 31.541249 6.249584, 31.549582 6.249584, 31.549582 6.24125, 31.557916 6.24125, 31.557916 6.224584, 31.566249 6.224584, 31.566249 6.232917))",55273.35305786133,Tropic - warm / subhumid
7,2147483647,149,South Sudan,Bentiu,city,9.2558478,29.803549699999998,"POLYGON ((29.807916 9.257917000000001, 29.807916 9.249584, 29.799582 9.249584, 29.799582 9.241250000000001, 29.791249 9.241250000000001, 29.791249 9.249584, 29.782916 9.249584, 29.782916 9.257917000000001, 29.791249 9.257917000000001, 29.791249 9.266249999999999, 29.799582 9.266249999999999, 29.799582 9.274584000000001, 29.816249 9.274584000000001, 29.816249 9.257917000000001, 29.807916 9.257917000000001))",15386.884948730469,Tropic - warm / semiarid
8,2147483647,210,South Sudan,Renk,city,11.748914,32.816359000000006,"POLYGON ((32.816249 11.74125, 32.816249 11.732917, 32.791249 11.732917, 32.791249 11.749584, 32.799582 11.749584, 32.799582 11.757917, 32.816249 11.757917, 32.816249 11.749584, 32.824582 11.749584, 32.824582 11.74125, 32.816249 11.74125))",45487.43420410156,Tropic - warm / semiarid
9,2147483647,95,South Sudan,Rumbek,city,6.8063901,29.676748800000002,"POLYGON ((29.657916 6.824584, 29.682916 6.824584, 29.682916 6.81625, 29.691249 6.81625, 29.691249 6.799584, 29.682916 6.799584, 29.682916 6.79125, 29.666249 6.79125, 29.666249 6.807917, 29.657916 6.807917, 29.657916 6.824584))",55259.01403808594,Tropic - warm / subhumid
