,osm_id,FID,country,city,osm_type,lat,lon,geometry,PopTot,aez_class
0,83037194,226,South Sudan,Gogrial,town,8.5315144,28.099652799999998,"POLYGON ((28.107916 8.524584000000001, 28.107916 8.516249999999999, 28.091249 8.516249999999999, 28.091249 8.54125, 28.099582 8.54125, 28.099582 8.549583999999999, 28.107916 8.549583999999999, 28.107916 8.532916999999999, 28.116249 8.532916999999999, 28.116249 8.524584000000001, 28.107916 8.524584000000001))",143144.6688232422,Tropic - warm / subhumid
1,205418847,127,South Sudan,Kapoeta,town,4.771099,33.588229999999996,"POLYGON ((33.574582 4.79125, 33.591249 4.79125, 33.591249 4.782917, 33.599582 4.782917, 33.599582 4.757917, 33.582916 4.757917, 33.582916 4.782917, 33.574582 4.782917, 33.574582 4.79125))",29934.279693603516,Tropic - warm / subhumid
2,205503577,124,South Sudan,Torit,town,4.4134231,32.568626699999996,"POLYGON ((32.557916 4.44125, 32.566249 4.44125, 32.566249 4.424584, 32.574582 4.424584, 32.574582 4.41625, 32.582916 4.41625, 32.582916 4.399584, 32.574582 4.399584, 32.557916 4.399584, 32.557916 4.407917, 32.549582 4.407917, 32.549582 4.432917, 32.557916 4.432917, 32.557916 4.44125))",85074.01788330078,Tropic - warm / subhumid
3,210338561,269,South Sudan,Rupkona Market,town,9.289423300000001,29.7895084,"POLYGON ((29.782916 9.282916999999999, 29.782916 9.274584000000001, 29.766249 9.274584000000001, 29.766249 9.282916999999999, 29.774582 9.282916999999999, 29.774582 9.29125, 29.782916 9.29125, 29.782916 9.307917, 29.791249 9.307917, 29.791249 9.299583999999999, 29.807916 9.299583999999999, 29.807916 9.282916999999999, 29.799582 9.282916999999999, 29.782916 9.282916999999999))",9338.483428955078,Tropic - warm / semiarid
4,243451821,261,South Sudan,Mayom,town,9.225451,29.167257399999997,"POLYGON ((29.157916 9.232917, 29.182916 9.232917, 29.182916 9.21625, 29.157916 9.21625, 29.157916 9.232917))",5062.548645019531,Tropic - warm / semiarid
5,2147483647,257,South Sudan,Turalei,town,9.090530000000001,28.4321749,"POLYGON ((28.407916 9.107917, 28.424582 9.107917, 28.424582 9.099584, 28.432916 9.099584, 28.432916 9.09125, 28.441249 9.09125, 28.441249 9.082917, 28.424582 9.082917, 28.424582 9.099584, 28.407916 9.099584, 28.407916 9.107917))",5415.156311035156,Tropic - warm / semiarid
6,2147483647,326,South Sudan,El Seriha,town,11.945706199999998,32.1063138,"POLYGON ((32.099582 11.96625, 32.107916 11.96625, 32.107916 11.957917, 32.116249 11.957917, 32.116249 11.94125, 32.099582 11.94125, 32.099582 11.96625))",10009.536010742188,Tropic - warm / semiarid
7,97922073,129,South Sudan,Juba,city,4.8472017,31.595165500000004,"POLYGON ((31.599582 4.81625, 31.599582 4.807917, 31.591249 4.807917, 31.591249 4.81625, 31.582916 4.81625, 31.582916 4.824584, 31.574582 4.824584, 31.574582 4.832917, 31.557916 4.832917, 31.557916 4.849584, 31.541249 4.849584, 31.541249 4.857917, 31.499582 4.857917, 31.499582 4.874584, 31.507916 4.874584, 31.507916 4.882917, 31.574582 4.882917, 31.574582 4.874584, 31.591249 4.874584, 31.591249 4.857917, 31.599582 4.857917, 31.599582 4.86625, 31.616249 4.86625, 31.616249 4.857917, 31.624582 4.857917, 31.624582 4.832917, 31.616249 4.832917, 31.616249 4.824584, 31.607916 4.824584, 31.607916 4.81625, 31.599582 4.81625))",89349.27236938477,Tropic - warm / subhumid
8,210414793,284,South Sudan,Malakal,city,9.5410608,31.6504255,"POLYGON ((31.641249 9.549583999999999, 31.649582 9.549583999999999, 31.657916 9.549583999999999, 31.657916 9.557917, 31.666249 9.557917, 31.666249 9.549583999999999, 31.674582 9.549583999999999, 31.674582 9.491250000000001, 31.666249 9.491250000000001, 31.666249 9.482917, 31.657916 9.482917, 31.657916 9.507917000000001, 31.649582 9.507917000000001, 31.649582 9.532916999999999, 31.641249 9.532916999999999, 31.641249 9.549583999999999))",29640.355407714844,Tropic - warm / semiarid
9,228735754,118,South Sudan,Yei,city,4.0926733,30.6773928,"POLYGON ((30.699582 4.082917, 30.699582 4.06625, 30.691249 4.06625, 30.691249 4.082917, 30.666249 4.082917, 30.666249 4.074584, 30.657916 4.074584, 30.657916 4.082917, 30.666249 4.082917, 30.666249 4.107917, 30.657916 4.107917, 30.657916 4.11625, 30.666249 4.11625, 30.666249 4.107917, 30.691249 4.107917, 30.691249 4.099584, 30.699582 4.099584, 30.699582 4.107917, 30.707916 4.107917, 30.707916 4.082917, 30.699582 4.082917))",130917.61730957031,Tropic - warm / subhumid
10,234617069,239,South Sudan,Aweil,city,8.7682451,27.397576500000003,"POLYGON ((27.399582 8.79125, 27.407916 8.79125, 27.407916 8.757917000000001, 27.399582 8.757917000000001, 27.382916 8.757917000000001, 27.382916 8.766249999999999, 27.391249 8.766249999999999, 27.391249 8.782916999999999, 27.399582 8.782916999999999, 27.399582 8.79125))",13204.926452636719,Tropic - warm / subhumid
11,237257414,141,South Sudan,Bor,city,6.203992700000001,31.558728499999997,"POLYGON ((31.566249 6.21625, 31.566249 6.207917, 31.574582 6.207917, 31.574582 6.199584, 31.549582 6.199584, 31.549582 6.207917, 31.541249 6.207917, 31.541249 6.249584, 31.549582 6.249584, 31.549582 6.24125, 31.557916 6.24125, 31.557916 6.224584, 31.566249 6.224584, 31.566249 6.232917, 31.574582 6.232917, 31.574582 6.21625, 31.566249 6.21625))",101906.8989868164,Tropic - warm / subhumid
12,435669247,123,South Sudan,Yambio,city,4.5680716,28.39767,"POLYGON ((28.416249 4.557917, 28.416249 4.549584, 28.407916 4.549584, 28.407916 4.557917, 28.391249 4.557917, 28.391249 4.56625, 28.382916 4.56625, 28.382916 4.574584, 28.391249 4.574584, 28.391249 4.582917, 28.407916 4.582917, 28.407916 4.574584, 28.424582 4.574584, 28.424582 4.557917, 28.416249 4.557917))",16598.728271484375,Tropic - warm / subhumid
13,2096234512,104,South Sudan,Nimule,city,3.5969348,32.0601419,"POLYGON ((32.049582 3.607917, 32.099582 3.607917, 32.099582 3.59125, 32.091249 3.59125, 32.091249 3.582917, 32.099582 3.582917, 32.099582 3.574584, 32.091249 3.574584, 32.091249 3.582917, 32.082916 3.582917, 32.082916 3.59125, 32.074582 3.59125, 32.074582 3.574584, 32.066249 3.574584, 32.066249 3.582917, 32.057916 3.582917, 32.057916 3.59125, 32.049582 3.59125, 32.049582 3.607917))",16001.917007446289,Tropic - warm / subhumid
14,2147483647,264,South Sudan,Bentiu,city,9.2558478,29.803549699999998,"POLYGON ((29.782916 9.257917000000001, 29.791249 9.257917000000001, 29.791249 9.266249999999999, 29.799582 9.266249999999999, 29.799582 9.274584000000001, 29.816249 9.274584000000001, 29.816249 9.257917000000001, 29.807916 9.257917000000001, 29.807916 9.241250000000001, 29.791249 9.241250000000001, 29.791249 9.249584, 29.782916 9.249584, 29.782916 9.257917000000001))",28890.667724609375,Tropic - warm / semiarid
15,2147483647,346,South Sudan,Renk,city,11.748914,32.816359000000006,"POLYGON ((32.799582 11.76625, 32.816249 11.76625, 32.816249 11.757917, 32.824582 11.757917, 32.824582 11.74125, 32.816249 11.74125, 32.816249 11.732917, 32.791249 11.732917, 32.791249 11.749584, 32.799582 11.749584, 32.799582 11.76625))",85064.30743408203,Tropic - warm / semiarid
16,2147483647,153,South Sudan,Rumbek,city,6.8063901,29.676748800000002,"POLYGON ((29.657916 6.824584, 29.682916 6.824584, 29.682916 6.81625, 29.691249 6.81625, 29.691249 6.79125, 29.666249 6.79125, 29.666249 6.807917, 29.657916 6.807917, 29.657916 6.824584))",102213.27868652344,Tropic - warm / subhumid
