,osm_id,FID,country,city,osm_type,lat,lon,geometry,PopTot,aez_class
0,83037194,1651,South Sudan,Gogrial,town,8.5315144,28.099652799999998,"POLYGON ((28.108333 8.533333000000001, 28.108333 8.516667, 28.1 8.516667, 28.1 8.525, 28.083333 8.525, 28.083333 8.550000000000001, 28.091667 8.550000000000001, 28.091667 8.558332999999999, 28.083333 8.558332999999999, 28.083333 8.566667000000001, 28.091667 8.566667000000001, 28.091667 8.558332999999999, 28.1 8.558332999999999, 28.1 8.550000000000001, 28.116667 8.550000000000001, 28.116667 8.533333000000001, 28.108333 8.533333000000001))",25289.0,Tropic - warm / subhumid
1,204367085,1242,South Sudan,Kajo Keji,town,3.886761,31.66872,"POLYGON ((31.65 3.883333, 31.658333 3.883333, 31.658333 3.891667, 31.675 3.891667, 31.675 3.866667, 31.666667 3.866667, 31.666667 3.825, 31.675 3.825, 31.675 3.816667, 31.666667 3.816667, 31.666667 3.808333, 31.65 3.808333, 31.65 3.816667, 31.641667 3.816667, 31.641667 3.825, 31.65 3.825, 31.65 3.833333, 31.641667 3.833333, 31.641667 3.841667, 31.633333 3.841667, 31.633333 3.858333, 31.625 3.858333, 31.625 3.866667, 31.633333 3.866667, 31.633333 3.858333, 31.65 3.858333, 31.658333 3.858333, 31.658333 3.875, 31.65 3.875, 31.65 3.883333))",66795.0,Tropic - warm / subhumid
2,205418847,1312,South Sudan,Kapoeta,town,4.771099,33.588229999999996,"POLYGON ((33.575 4.791667, 33.591667 4.791667, 33.591667 4.783333, 33.6 4.783333, 33.6 4.75, 33.608333 4.75, 33.608333 4.733333, 33.6 4.733333, 33.6 4.75, 33.591667 4.75, 33.591667 4.758333, 33.583333 4.758333, 33.583333 4.783333, 33.575 4.783333, 33.575 4.791667))",65204.0,Tropic - warm / subhumid
3,205467269,1283,South Sudan,Lainya,town,4.343069799999999,31.072688800000005,"POLYGON ((31.075 4.333333, 31.075 4.325, 31.058333 4.325, 31.058333 4.35, 31.083333 4.35, 31.083333 4.333333, 31.075 4.333333))",9247.0,Tropic - warm / subhumid
4,205495747,1337,South Sudan,Mundri,town,5.346478,30.3221909,"POLYGON ((30.308333 5.358333, 30.341667 5.358333, 30.341667 5.35, 30.333333 5.35, 30.333333 5.341667, 30.308333 5.341667, 30.308333 5.358333))",16241.0,Tropic - warm / subhumid
5,205496879,1343,South Sudan,Terekeka,town,5.450554,31.753985999999998,"POLYGON ((31.75 5.466667, 31.758333 5.466667, 31.758333 5.433333, 31.75 5.433333, 31.741667 5.433333, 31.741667 5.458333, 31.75 5.458333, 31.75 5.466667))",10730.0,Tropic - warm / subhumid
6,205503577,1305,South Sudan,Torit,town,4.4134231,32.568626699999996,"POLYGON ((32.541667 4.425, 32.591667 4.425, 32.591667 4.383333, 32.583333 4.383333, 32.583333 4.391667, 32.558333 4.391667, 32.558333 4.408333, 32.55 4.408333, 32.55 4.416667, 32.541667 4.416667, 32.541667 4.425))",34703.0,Tropic - warm / subhumid
7,206810433,1254,South Sudan,Magwi,town,4.127944,32.299640999999994,"POLYGON ((32.308333 4.125, 32.308333 4.116667, 32.291667 4.116667, 32.291667 4.125, 32.283333 4.125, 32.283333 4.141667, 32.308333 4.141667, 32.308333 4.133333, 32.316667 4.133333, 32.316667 4.125, 32.308333 4.125))",6948.0,Tropic - warm / subhumid
8,208347861,1393,South Sudan,Yirol,town,6.555666900000001,30.5057821,"POLYGON ((30.5 6.541667, 30.5 6.533333, 30.483333 6.533333, 30.483333 6.55, 30.491667 6.55, 30.491667 6.566667, 30.5 6.566667, 30.5 6.575, 30.508333 6.575, 30.508333 6.583333, 30.516667 6.583333, 30.516667 6.591667, 30.525 6.591667, 30.525 6.55, 30.516667 6.55, 30.516667 6.541667, 30.508333 6.541667, 30.5 6.541667))",21890.0,Tropic - warm / subhumid
9,210338561,2014,South Sudan,Rupkona Market,town,9.289423300000001,29.7895084,"POLYGON ((29.766667 9.283333000000001, 29.775 9.283333000000001, 29.775 9.300000000000001, 29.8 9.300000000000001, 29.8 9.283333000000001, 29.791667 9.283333000000001, 29.791667 9.275, 29.766667 9.275, 29.766667 9.283333000000001))",20209.0,Tropic - warm / semiarid
10,210366226,1400,South Sudan,Akot,town,6.5452923,30.0377043,"POLYGON ((30.025 6.55, 30.041667 6.55, 30.041667 6.541667, 30.025 6.541667, 30.025 6.55))",2870.0,Tropic - warm / subhumid
