,osm_id,FID,country,city,osm_type,lat,lon,geometry,PopTot,aez_class
0,83037194,37845,South Sudan,Gogrial,town,8.5315144,28.099652799999998,"POLYGON ((28.08432728209998 8.536761687144848, 28.10442048700979 8.536761687144848, 28.10405153814042 8.528639461127625, 28.11409800870565 8.528639461127625, 28.11372929278908 8.52051730120071, 28.09363661517719 8.52051730120071, 28.09400506757518 8.528639461127625, 28.08395859700994 8.528639461127625, 28.08432728209998 8.536761687144848))",64617.20849609375,Tropic - warm / subhumid
1,205418847,27973,South Sudan,Kapoeta,town,4.771099,33.588229999999996,"POLYGON ((33.58133321791438 4.774085976927348, 33.59133240761685 4.774085976927348, 33.59060034691575 4.749790778871718, 33.60059931870445 4.749790778871718, 33.60011323315251 4.733594162419299, 33.59011440601466 4.733594162419299, 33.59060034691575 4.749790778871718, 33.58060137512705 4.749790778871718, 33.58133321791438 4.774085976927348))",188395.5078125,Tropic - warm / subhumid
2,205467269,27674,South Sudan,Lainya,town,4.343069799999999,31.072688800000005,"POLYGON ((31.05988225916125 4.336821194960134, 31.06987769835753 4.336821194960134, 31.0702893169907 4.353014397855409, 31.08028488860811 4.353014397855409, 31.07987313755378 4.336821194960134, 31.06987769835753 4.336821194960134, 31.06967247000759 4.328724643398439, 31.059677096835 4.328724643398439, 31.05988225916125 4.336821194960134))",49949.61328125,Tropic - warm / subhumid
3,205496879,29208,South Sudan,Terekeka,town,5.450554,31.753985999999998,"POLYGON ((31.75282808460499 5.470695102053453, 31.76283400050805 5.470695102053453, 31.76203957385303 5.446389784393621, 31.75203390820995 5.446389784393621, 31.74202824256686 5.446389784393621, 31.74255712769708 5.462593287562236, 31.75256296005439 5.462593287562236, 31.75282808460499 5.470695102053453))",52774.31237792969,Tropic - warm / subhumid
4,205503577,28405,South Sudan,Torit,town,4.4134231,32.568626699999996,"POLYGON ((32.56137112413694 4.417788548900396, 32.58136333671127 4.417788548900396, 32.58114407651892 4.40969166215997, 32.60113615455325 4.40969166215997, 32.60091716640645 4.401594809218871, 32.5609332789191 4.401594809218871, 32.56137112413694 4.417788548900396))",271145.2998046875,Tropic - warm / subhumid
5,206810433,27706,South Sudan,Magwi,town,4.127944,32.299640999999994,"POLYGON ((32.29410371542192 4.134417214326325, 32.30409754138698 4.134417214326325, 32.30369123539744 4.118225764009683, 32.29369753513009 4.118225764009683, 32.29410371542192 4.134417214326325))",41168.728271484375,Tropic - warm / subhumid
6,208347861,33462,South Sudan,Yirol,town,6.555666900000001,30.5057821,"POLYGON ((30.48991080913187 6.564851704884958, 30.50994751556776 6.564851704884958, 30.50933507090454 6.548635637673524, 30.48929876667759 6.548635637673524, 30.48991080913187 6.564851704884958))",65613.15209960938,Tropic - warm / subhumid
7,210186424,35134,South Sudan,Shambe,town,7.1054884,30.7730423,"POLYGON ((30.77197064962942 7.108210019723789, 30.7819960343905 7.108210019723789, 30.78166086181973 7.100098432399554, 30.77163558622096 7.100098432399554, 30.77197064962942 7.108210019723789))",10737.3583984375,Tropic - warm / subhumid
8,210338561,40456,South Sudan,Rupkona Market,town,9.289423300000001,29.7895084,"POLYGON ((29.7804485791984 9.30055530947411, 29.80056774804637 9.30055530947411, 29.80014052555913 9.292426580642326, 29.81019996576838 9.292426580642326, 29.80977298984541 9.284297924022169, 29.77959510146621 9.284297924022169, 29.7804485791984 9.30055530947411))",44846.35662841797,Tropic - warm / semiarid
9,210421241,41660,South Sudan,Kodok ??????,town,9.8875,32.108345,"POLYGON ((32.10923068796232 9.902286238245933, 32.12937193484309 9.902286238245933, 32.12888054755835 9.894151983745902, 32.11881007813829 9.894151983745902, 32.11782888552191 9.877883705893929, 32.09768856196425 9.877883705893929, 32.09866913929816 9.894151983745902, 32.10873960871822 9.894151983745902, 32.10923068796232 9.902286238245933))",14038.424255371094,Tropic - warm / semiarid
